#RA DEC Morph 
163.247510 10.210000 S
163.350010 16.771670 IRR
163.410830 26.909440 S
163.427920 9.727500 IRR
163.523740 20.644440 IRR
163.560000 21.132500 S
163.563740 17.809440 IRR
163.587490 27.240560 S
163.629580 17.283890 S
163.752090 29.543050 S
163.870830 17.141670 IRR
164.008760 2.511390 S
164.064180 9.754170 S
164.064180 15.223330 S
164.212510 6.905830 S
164.379590 5.698330 S
164.521670 17.124440 S
164.516250 6.046390 S
164.552490 20.106390 S
164.605000 24.226390 S
164.689580 25.140830 S
164.747500 6.522220 S
164.778340 1.881110 S
164.942920 33.391390 PEC
164.935420 10.070280 S
164.935420 17.648890 IRR
165.009990 14.841110 S
165.018750 12.234440 S
165.100420 28.975280 S
165.077500 13.901110 LENT
165.098750 16.691940 S
165.132920 29.695830 S
165.147920 35.630550 S
165.143340 9.956110 S
165.135830 2.115560 S
165.165410 9.876110 S
165.194170 17.586670 S
165.199580 10.727500 S
165.268340 19.100280 IRR
165.343750 29.789720 LENT
165.317920 3.627500 S
165.365830 27.719170 S
165.451680 28.688330 IRR
165.462080 16.606670 S
165.632510 3.112220 S
165.646680 16.734450 IRR
165.697510 17.989440 S
165.796250 27.972780 S
165.804170 11.076110 S
165.884990 11.117780 DWARF
165.855830 18.135280 S
165.914580 31.858060 S
165.931240 28.885280 PEC
166.011670 28.036670 S
166.037080 8.368330 S
166.098330 4.828330 S
166.143340 16.061390 LENT
166.166260 27.723060 IRR
166.155000 28.228060 S
166.162510 5.200280 S
166.174160 4.296940 S
166.269580 35.365280 S
166.388730 4.195560 IRR
166.474150 28.799720 S
166.453320 -0.034720 S
166.484160 19.825830 IRR
166.528760 29.932220 S
166.510010 4.428890 S
166.605010 17.507500 IRR
166.668330 20.085280 E
166.705020 28.703610 PEC
166.713330 23.015830 S
166.745830 23.005830 S
166.786250 28.591950 S
166.736660 7.173890 IRR
166.767910 7.803610 S
166.764160 12.059440 S
166.825420 28.527500 S
166.791670 18.569170 IRR
166.827930 22.941940 S
166.830840 23.483060 S
166.835830 18.432500 IRR 
166.852910 21.656670 LENT
166.881260 0.782500 S
166.943330 19.549170 IRR
166.995830 35.462780 S
167.141660 4.831670 S
167.231260 26.610560 S
167.213330 28.475830 S
167.238340 26.595830 S
167.252500 22.928890 S
167.267070 33.946110 S
167.293320 8.185560 COMPACT
167.357090 29.568890 LENT
167.355410 -0.098060 S
167.465000 24.261390 S
167.455410 12.770000 IRR
167.476650 24.256940 S
167.485410 7.233060 S
167.482910 10.720000 S
167.506670 5.303330 S
167.603350 4.829440 S 
167.686680 4.846670 LENT
167.688320 12.015560 S
167.717910 28.270830 S
167.738340 19.182500 S
167.767910 34.569440 DWARF
167.792500 0.624440 S
167.867920 6.907220 S
168.015840 28.486110 PEC
168.103330 31.378610 S
168.165830 9.055830 LENT
168.210420 23.256110 S
168.219570 27.443050 S
168.215420 10.200000 IRR
168.293730 27.817220 E
168.329570 25.862220 S
168.375410 23.176670 S
168.457900 21.520830 IRR
168.468750 4.290560 S
168.486240 12.300830 S
168.613750 17.259170 S
168.621670 22.489720 S
168.655000 30.314170 S
168.654170 12.817220 LENT
168.713330 35.501670 S
168.736660 33.825000 S
168.775830 14.786670 S
168.888750 5.115280 S
169.027070 23.910280 DWARF
169.017490 10.162220 S
169.072080 2.888890 S
169.034590 11.048060 S
169.116670 29.326670 S
169.180420 26.371670 S
169.212490 17.798060 S
169.320010 16.326390 E
169.342500 22.338330 S
169.341260 27.672500 S
169.390010 36.063610 PEC
169.375000 4.555280 S
169.364180 4.604440 IRR
169.413760 27.089170 PEC
169.500410 7.844170 LENT
169.536250 4.616110 IRR
169.572080 18.846670 PEC
169.561680 26.620000 IRR
169.569990 28.259720 LENT
169.592090 18.737780 LENT
169.617920 25.323330 S
169.635830 23.468890 S
169.732090 13.092220 S
169.733750 0.175560 S
169.781250 3.230830 IRR
169.819170 20.813060 S
169.823330 22.881940 IRR
169.876680 28.651390 LENT
169.914170 24.928890 S
170.002910 36.100280 S
170.002910 18.260280 IRR
170.016250 18.356950 LENT
170.064580 2.525560 IRR
170.062500 12.989170 S
170.070400 13.586940 S
170.109160 3.585280 S
170.132490 26.962780 S
170.167500 31.221670 PEC
170.201680 32.289440 E
170.169170 33.108060 S
170.198750 0.468060 E
170.232910 19.631390 S
170.250840 21.336940 S
170.273330 21.354170 S
170.270420 31.251940 S
170.387080 2.810280 S
170.399190 18.457220 S
170.429600 20.169170 S
170.441250 2.420830 IRR
170.500000 35.716390 S
170.491670 34.948060 S
170.577510 13.065000 S
170.647510 20.703890 S
170.727490 16.589170 S
170.759170 34.497220 S
170.938320 17.817220 IRR
170.998340 2.691940 S
171.021670 24.615000 S
171.044160 27.013610 S
171.106230 3.144720 S
171.104580 3.221670 IRR
171.100420 3.324440 IRR
171.109160 11.341670 S
171.107910 27.455830 S
171.167910 14.946110 S
171.186660 23.614440 S
171.207080 23.944720 LENT
171.324580 0.350000 S
171.402080 32.326110 S
171.437910 14.676110 S
171.442920 18.939440 S
171.472920 9.986950 E
171.503750 1.983610 S
171.558330 7.841110 S
171.565830 27.866390 S
171.624180 16.863060 S
171.641250 11.439440 S
171.796660 17.029720 S
171.933330 17.223330 S
171.947080 7.987500 S
172.002910 29.510560 S
172.038740 16.919720 PEC
172.051670 21.996110 S
172.046230 25.660830 S
172.072910 2.653890 S
172.061660 9.146670 S
172.100010 9.407220 S
172.129150 9.103890 S
172.150410 23.404440 S
172.166660 9.098610 S
172.171230 19.730830 S
172.210400 20.794440 S
172.265840 9.111390 LENT
172.260010 17.231110 S
172.277080 8.988060 S
172.301250 11.865280 DWARF
172.312910 20.583330 IRR
172.322080 35.574720 S
172.350430 34.870280 S
172.370420 24.092780 S
172.410840 35.514170 S
172.438320 22.126110 S
172.464580 24.937220 COMPACT
172.531680 9.276670 S
172.547070 35.869160 IRR
172.752910 20.468610 S
172.788740 28.566390 IRR
172.802080 34.203060 S
172.839160 26.295280 S
172.844160 23.115000 IRR
172.936250 34.333330 S
172.921250 3.488060 LENT
172.973330 28.358060 PEC
173.042920 1.206940 S
173.056260 0.818890 S
173.173340 20.438060 S
173.161670 35.327780 S
173.217910 5.726670 S
173.315840 24.446390 S
173.349580 32.603050 S
173.374180 34.316110 S
173.435840 21.379720 S
173.425430 23.412500 S
173.433330 32.633340 S
173.432510 17.395560 S
173.730000 16.115560 S
173.781660 29.890280 PEC
173.770830 2.550830 S
173.784590 15.958330 S
173.861250 33.303330 PEC
173.906660 25.088330 S
173.903750 0.127220 S
173.964160 17.447220 S
173.957900 35.335280 LENT
174.152510 0.816940 IRR
174.226260 19.970560 S
174.257920 15.570560 S
174.289580 2.838610 S
174.306240 15.432500 S
174.315000 16.876670 LENT
174.342500 25.741110 PEC
174.404170 16.556110 S
174.427080 24.133330 IRR
174.508760 35.203890 S
174.554170 12.111950 E
174.604170 20.740000 S
174.683330 33.804440 S
174.763750 -0.205830 S
174.812070 17.143050 S
174.910000 4.465560 S
174.935840 31.930280 S
174.947080 17.711670 LENT
174.948330 19.933050 S
174.970410 8.874720 IRR
174.981250 13.467220 S
175.048750 17.311940 LENT
175.057920 24.697220 LENT
175.077510 9.009720 E
175.055010 15.341670 S
175.077930 17.765280 S
175.103760 28.373610 E
175.194170 17.795280 S
175.184170 22.429440 S
175.245010 11.471110 S
175.235020 25.780560 S
175.245830 5.063890 IRR
175.265430 10.224440 S
175.337100 33.694450 LENT
175.415410 15.965560 LENT
175.412920 24.800000 S
175.460420 15.973330 DWARF
175.470830 10.304170 LENT
175.510830 32.000280 PEC
175.502910 32.546670 S
175.546660 10.277500 LENT
175.533330 12.941940 IRR
175.538330 20.315000 S
175.575000 30.230280 S
175.550840 0.334170 PEC
175.585420 16.010830 PEC
175.599170 10.263890 S
175.575410 14.994720 IRR
175.622500 18.331950 IRR
175.580840 33.638890 S
175.651250 18.845000 S
175.664170 24.822500 S
175.757900 26.258330 S
175.758330 23.945000 S
175.837080 31.455560 IRR
175.844160 16.485280 S
175.832900 18.190280 FAINT
175.852490 21.649720 S
175.870410 10.161110 S
175.881650 22.724720 S
175.894580 8.941670 S
175.914990 33.417220 S
175.953320 19.968610 IRR
175.976240 10.784440 IRR
175.995410 20.076390 S
176.107510 33.355000 S
176.119170 10.783890 S
176.173340 35.968060 S
176.190830 9.212500 DWARF
176.195850 20.124720 S
176.217910 19.453610 PEC
176.272920 8.469170 S
176.266250 19.973060 S
176.322910 26.767220 S
176.361250 9.160550 PEC
176.399170 9.117780 S
176.442090 3.029170 S
176.452090 10.476390 S
176.478760 17.192780 FAINT
176.481670 21.025000 S
176.550840 20.391110 S
176.600420 13.827220 IRR
176.601240 35.728330 S
176.677490 23.963060 S
176.692500 14.532780 S
176.696660 20.674720 S
176.776260 13.706390 S
176.931670 1.825830 S
177.000840 4.487780 S
177.013750 30.359450 S
177.052920 13.208330 S
177.158750 32.640560 E
177.238340 23.837780 DWARF
177.243330 31.304440 DWARF
177.247920 35.015830 S
177.289170 27.021940 S
177.328340 26.121670 S
177.347920 26.740830 S
177.350010 16.641940 IRR
177.341660 24.938330 S
177.483750 28.982220 S
177.518750 26.480000 PEC
177.524570 24.920280 S
177.551250 6.998060 S
177.583760 25.961670 S
177.605410 25.989170 DWARF
177.575410 35.253890 S
177.636250 6.567220 S
177.754580 20.398610 S
177.759580 20.799170 S
177.879590 23.862780 S
177.968770 18.545830 S
178.008760 16.808890 S
178.052920 16.851390 LENT
178.150830 13.467220 S
178.158330 24.307220 S
178.113750 35.370550 IRR
178.197490 29.328330 LENT
178.181240 1.740000 S
178.296250 25.437500 S
178.314180 11.633610 IRR
178.334990 20.751390 S
178.390410 10.876940 S
178.421660 23.382500 S
178.442920 10.402780 S
178.461670 33.365280 PEC
178.503740 6.342780 S
178.498750 20.572220 S
178.551250 0.136670 E
178.574170 32.860550 S
178.687480 20.055830 IRR
178.743740 26.202220 S
178.797090 6.168890 S
178.804180 22.695280 S
178.798750 0.487780 IRR
178.819580 17.486940 S
178.852510 33.126110 S
178.869580 11.968050 S
178.901670 9.781940 S
178.896260 25.889170 PEC
178.912930 31.518890 DWARF
178.903760 1.236670 S
178.944170 29.941110 S
178.988750 6.749170 S
179.025010 15.131670 S
179.062500 17.029170 S
179.096250 32.038330 PEC
179.183330 32.021110 S
179.205840 12.775830 S
179.285420 30.392220 LENT
179.337080 25.195000 S
179.369160 31.083890 IRR
179.376660 32.334160 IRR
179.407500 25.240560 S
179.402920 32.277220 S
179.441650 14.297220 S
179.450820 25.270560 IRR
179.465420 29.039170 S
179.433330 32.293890 IRR
179.486660 22.190000 S
179.487080 25.143890 S
179.521240 27.878890 IRR
179.621250 27.528610 IRR
179.614990 10.020830 S
179.649580 16.176670 LENT
179.677490 25.036390 E
179.669160 25.316670 S
179.690830 27.452220 S
179.686250 28.289170 S
179.736240 30.412780 S
179.750410 20.888330 S
179.759580 21.807500 LENT
179.772920 24.988890 LENT
179.775420 24.472780 DWARF
179.802510 30.731110 PEC
179.862090 17.756390 S
179.882490 30.155280 S
180.022090 21.646390 S
180.013340 8.181110 S
180.045430 19.228610 S
180.130420 8.863060 S
180.137080 20.073330 S
180.210830 31.878330 DWARF
180.198760 -0.023610 FAINT
180.293320 14.103890 S
180.349150 13.400280 S
180.339570 14.449720 DWARF
180.387080 33.341390 DWARF
180.420820 4.769720 S
180.469160 22.531110 S
180.512510 29.847500 S
180.595840 4.329720 LENT
180.600010 14.843050 S
180.593340 29.861390 S
180.675840 1.976940 S
180.709180 18.015000 PEC
180.692500 22.334170 S
180.740010 4.845830 S
180.727510 18.752220 IRR
180.793330 16.458890 S
180.839580 29.419170 S
180.863750 16.485280 E
180.917500 2.641390 IRR
180.952500 4.221670 S
180.960830 14.550830 IRR
180.960830 16.554170 S
180.973330 25.433610 IRR
180.957500 29.715280 S
181.016660 31.895560 S
181.048340 10.854170 S
181.039990 20.184440 S
181.046660 18.443890 S
181.135830 20.204720 S
181.181240 31.176940 S
181.215840 26.992500 PEC
181.303330 28.781670 S
181.346240 17.885830 S
181.347500 17.919720 S
181.372500 20.246390 LENT
181.366240 20.308330 S
181.396260 25.097220 S
181.408740 33.097780 S
181.426250 8.989720 S
181.459170 20.476670 S
181.515010 20.607500 S
181.685420 17.715000 S
181.764160 18.531390 S
181.787920 16.920560 S
181.835420 17.261110 S
181.855420 16.888610 S
181.904170 2.691390 S
181.960830 19.766940 PEC
182.046250 2.878330 S
182.156250 16.142220 E
182.197490 29.304440 E
182.291670 29.176390 S
182.299160 30.905830 IRR
182.332490 18.996940 IRR
182.323730 29.926940 S
182.366240 22.104170 IRR
182.370000 26.226110 S
182.414150 23.289170 S
182.444990 25.026110 PEC
182.473740 0.927780 S
182.477080 13.049450 DWARF
182.507510 14.366110 DWARF
182.532930 35.877500 LENT
182.549590 12.325280 S
182.560850 23.887500 S
182.576250 26.430560 S
182.656270 16.032500 S
182.653760 18.828060 S
182.674160 13.330830 S
182.765430 2.005000 DWARF
182.791260 13.587500 IRR
182.791670 20.175550 S
182.832920 1.491670 S
182.864170 2.925000 DWARF
182.842500 18.016390 IRR
182.947910 12.143050 S
182.968750 24.124170 S
182.979580 16.231390 S
182.997090 15.400830 S
183.039990 17.756110 LENT
183.037080 36.168060 IRR
183.062910 12.488060 IRR
183.048750 13.246110 S
183.078750 29.178890 LENT
183.088750 29.207500 IRR
183.134580 12.123060 S
183.130420 15.270000 S
183.164170 34.689450 S
183.193330 10.865830 S
183.201680 13.975830 S
183.250820 25.281670 S
183.261670 7.038330 S
183.282910 12.918060 S
183.307500 28.835560 S
183.359570 14.771670 S
183.342480 28.510560 S
183.388320 14.481940 IRR
183.406660 16.119440 S
183.451230 14.899170 S
183.459580 7.200830 LENT
183.473330 13.172500 S
183.447080 13.424450 S
183.454160 24.265000 IRR
183.505430 17.900000 IRR
183.537490 7.776940 DWARF
183.527080 14.725280 S
183.660840 5.805830 S
183.652510 24.300830 S
183.657090 12.812780 IRR
183.689180 0.742780 S
183.729580 13.460280 DWARF
183.768750 14.028330 S
183.770420 33.196950 LENT
183.762080 35.958340 IRR
183.819990 13.023610 S
183.809590 20.658610 PEC
183.817920 13.473890 S
183.854580 19.291940 S
183.870010 24.092220 LENT
183.877090 9.584720 S
183.892930 21.832220 S
183.922500 8.133610 S
183.913760 13.901110 S
183.899170 28.177500 LENT
183.913330 36.326940 IRR
183.942920 10.696940 IRR
183.968340 0.400000 S
183.976260 13.149720 S
183.984590 14.432500 S
183.996660 27.442220 S
184.037920 28.129170 S
184.059160 28.762220 S
184.094570 13.307500 S
184.140820 7.462220 S
184.151250 17.490000 S
184.134170 29.822220 S
184.142070 33.449440 S
184.179990 28.731950 DWARF
184.205410 30.269170 DWARF
184.233320 13.625000 S
184.268340 10.005000 DWARF
184.287510 3.682220 S
184.288350 12.453330 S
184.297500 15.323610 S
184.357100 6.689720 LENT
184.391250 22.540000 PEC
184.389600 12.386110 IRR
184.407090 16.726950 S
184.445430 10.844170 S
184.472930 17.441390 S
184.483340 0.436110 IRR
184.499180 6.653890 S
184.492510 7.185560 S
184.520000 15.965000 S
184.589170 25.216670 S
184.628750 5.559440 S
184.706250 14.416390 S
184.727490 12.469440 S
184.738340 6.184170 S
184.763340 8.855280 S
184.790830 3.855280 IRR
184.771240 13.981110 IRR
184.805420 22.431390 S
184.813320 25.930560 S
184.849170 28.309720 S
184.877500 14.877220 LENT
184.917500 2.080000 S
184.932920 28.862220 S
184.955840 5.463610 LENT
184.960420 29.614170 S
184.984160 5.343890 S
184.969160 27.620560 S
185.005420 8.607220 S
185.019990 27.974720 S
185.031250 7.691390 S
185.028750 29.280560 E
185.072490 4.201670 S
185.065830 33.660560 S
185.115400 1.469170 S
185.115400 31.171390 IRR
185.140820 0.787500 IRR
185.175420 29.345280 S
185.259170 3.721940 S
185.301250 18.381940 S
185.324580 11.510000 S
185.419590 11.500560 IRR
185.426250 14.597780 S
185.440840 25.884170 S
185.479170 4.474720 S
185.482510 11.967220 IRR
185.505000 5.100000 S
185.481260 6.451110 FAINT
185.489170 8.674450 DWARF
185.478350 35.049720 DWARF
185.511250 32.095830 S
185.530410 8.990280 S
185.522920 9.043060 S
185.542500 26.051670 IRR
185.580840 30.061670 FAINT
185.612920 4.566110 S
185.609570 29.207780 S
185.662510 6.676390 S
185.630420 15.538060 S
185.660420 11.800560 S
185.675840 9.332220 S
185.720000 6.679440 S
185.728760 15.821940 S
185.775830 5.250280 LENT
185.798340 6.072220 S
185.818330 11.366110 S
185.849580 7.472500 LENT
185.808330 28.893050 S
185.922910 2.961390 S
185.911240 6.954170 S
185.906250 17.540560 S
185.952090 7.186110 S
185.935420 12.477780 IRR
186.022920 7.040560 S
186.005830 12.204440 PEC
186.031660 6.606940 PEC
186.057920 7.952220 S
186.061250 8.536390 S
186.048750 31.520560 S
186.092070 21.160280 DWARF
186.113750 0.152500 S
186.270830 25.957220 S
186.252090 28.558050 S
186.325420 4.925280 S
186.325420 5.740830 IRR
186.342090 10.016390 S
186.325010 26.714450 IRR
186.356250 16.469720 PEC
186.333760 28.380560 S
186.387920 12.259720 S
186.422090 2.158330 DWARF
186.428760 7.216110 S
186.427920 0.572220 LENT
186.444580 4.510000 S
186.475420 7.554170 S
186.460830 10.458610 S
186.445430 12.661940 S
186.463750 27.560830 S
186.492100 3.429720 S
186.482090 18.213610 LENT
186.453340 33.546390 S
186.495830 15.670830 PEC
186.485020 30.843060 S
186.531250 13.112780 S
186.530000 16.180280 LENT
186.549160 12.946110 E
186.617510 9.019440 PEC
186.650420 3.964720 S
186.625000 8.871670 S
186.634170 12.610280 S
186.612500 31.222500 S
186.694580 7.918610 S
186.696670 8.884440 S
186.710010 11.558330 DWARF
186.712920 13.175000 IRR
186.742920 2.493060 S
186.735840 15.046940 S
186.747510 22.639170 S
186.787080 5.880000 IRR
186.797070 7.262500 DWARF
186.786670 16.325000 S
186.799580 9.420000 S
186.799160 15.897220 IRR
186.864580 3.302220 S
186.842500 10.866390 S
186.859570 6.263060 S
186.871250 7.643330 IRR
186.887080 6.233330 S
186.940830 13.008890 S
186.923750 28.697780 E
186.959990 26.993060 S
186.980410 5.721110 IRR
187.011670 22.587500 DWARF
187.028340 13.911390 S
187.066240 9.436110 S
187.056240 13.570560 S
187.078320 8.729170 S
187.064580 28.620280 S
187.122910 17.084720 S
187.113330 18.415280 S 
187.141660 8.639440 IRR 
187.114990 28.673330 S 
187.128740 32.547500 S 
187.169160 9.258610 S 
187.179990 14.999170 S 
187.183330 22.821390 IRR 
187.150830 31.481390 S 
187.160000 35.716670 IRR 
187.217480 4.293060 S 
187.245820 3.571110 LENT 
187.259580 2.722220 DWARF
187.266250 27.778330 S 
187.247070 28.861670 S 
187.370830 6.770560 IRR 
187.367100 8.750000 LENT 
187.359160 16.404720 LENT 
187.384580 0.838610 S 
187.377500 7.696110 S 
187.407090 7.823060 S 
187.448350 27.243060 S 
187.485020 10.614720 S 
187.557080 2.624170 DWARF 
187.586650 3.739440 S 
187.611660 4.246110 S 
187.748750 8.077500 S 
187.845410 29.136390 S 
187.907500 14.859440 IRR 
187.914990 3.940560 COMPACT 
187.914580 16.851940 S 
187.911650 27.495000 S 
187.928330 33.587220 S 
187.993740 29.709170 IRR 
187.997070 14.420000 S 
187.978330 15.123330 S 
188.013340 16.686940 S 
188.079590 18.244720 IRR 
188.116680 0.389720 S 
188.102510 11.787220 S 
188.152080 2.660280 S 
188.179180 29.711670 S 
188.190840 0.113890 S 
188.174590 14.050280 IRR 
188.215010 20.183330 S 
188.227080 31.541670 DWARF 
188.278340 32.091670 IRR 
188.376270 8.654170 S 
188.415410 9.175000 S 
188.450420 15.168890 IRR 
188.463330 30.277220 S 
188.481670 3.546390 DWARF 
188.486250 15.354440 S 
188.512910 7.699170 E 
188.536250 2.652780 S 
188.522920 35.518050 S 
188.571670 27.451940 S 
188.592500 2.325280 IRR 
188.581250 6.467220 IRR 
188.584580 8.197500 S 
188.612920 2.187500 S 
188.628330 9.154720 IRR 
188.664580 7.158610 IRR 
188.691240 15.220280 IRR 
188.687090 6.300000 DWARF 
188.711670 15.551110 S 
188.788740 29.743330 S 
188.860410 14.495830 S 
188.849580 29.491670 S 
188.911240 -0.206110 S 
188.902920 3.034440 S 
188.893750 25.849450 IRR 
188.922070 26.285830 S 
188.990400 27.959450 S 
189.033750 19.322780 S 
189.070420 20.998890 S 
189.081250 23.174720 S 
189.087510 25.986940 S 
189.136260 11.257500 S 	
189.125000 32.079440 S 
189.175000 3.106940 DWARF 
189.156680 6.620280 DWARF 
189.181670 13.259170 IRR 
189.208340 13.162500 S 
189.201680 27.548060 S 
189.235020 14.216940 S 
189.222920 27.861670 S 
189.262920 6.926390 IRR 
189.337920 28.207780 LENT 
189.389160 4.367780 S 
189.452090 5.368060 S 
189.438750 7.103890 DWARF 
189.431240 11.818060 S 
189.480830 34.021670 S 
189.522510 -0.026940 S 
189.521670 1.476670 E 
189.587080 7.890830 S 
189.574580 13.110000 S 
189.617920 4.318610 S 
189.649580 1.401670 S 
189.661240 1.472500 S 
189.655410 10.475830 S 
189.689160 6.767780 S 
189.700410 32.091390 S 
189.756240 18.200560 S 
189.766660 13.363060 DWARF 
189.783330 30.406110 S 
189.797490 0.716940 S 
189.801670 6.012220 S 
189.852490 7.964440 IRR 
189.959990 1.672500 IRR 
189.966660 15.297500 S 
190.234160 29.465000 S 
190.240010 11.910830 S 
190.298340 1.410000 IRR 
190.301670 11.885830 S 
190.317920 27.852780 S 
190.356250 13.728890 S 
190.405840 26.072220 S 
190.435840 35.062220 S 
190.532090 32.540550 S 
190.633740 -0.083330 S 
190.630000 3.959720 IRR 
190.669590 1.345280 S 
190.654160 14.355560 S 
190.669590 14.296940 S 
190.662920 19.945280 S 
190.696670 27.271390 S 
190.704570 10.356950 S 
190.697910 33.287500 IRR 
190.718340 13.256670 S 
190.724590 20.989720 S 
190.709170 31.890000 S 
190.782070 12.050560 LENT 
190.772080 27.713340 S 
190.767490 30.387220 IRR 
190.834170 1.977220 LENT 
190.885410 11.581670 S 
190.939990 10.769720 S 
190.927490 16.393050 S 
190.985820 13.126390 S 
191.040010 12.115280 IRR 
190.991670 32.169170 S 
191.089580 4.427500 S 
191.120830 0.468610 DWARF 
191.104580 34.386390 DWARF 
191.189180 12.350280 S 
191.221250 18.755280 PEC 
191.299580 23.035830 S 
191.320830 27.125000 PEC 
191.382080 13.331110 S 
191.411250 35.083050 S 
191.564590 8.348050 S 
191.546660 30.722220 IRR 
191.690000 5.955280 S 
191.693330 9.850000 S 
191.788760 9.015830 S 
191.798750 26.713340 S 
191.859160 29.787220 S 
191.927510 3.872780 S 
191.943760 4.335560 S 
191.940000 13.762500 S 
192.062500 10.983330 LENT 
192.095410 8.487500 S 
192.191250 35.331940 S 
192.298340 3.388330 S 
192.315830 4.655830 IRR 
192.392910 25.469720 S 
192.403750 30.845000 S 
192.411240 15.165000 LENT 
192.422910 30.752220 S 
192.459170 2.852220 S 
192.445830 3.842220 DWARF 
192.491260 5.310830 S 
192.536650 33.158890 S 
192.610820 25.500280 S 
192.613750 28.352500 DWARF 
192.662510 1.463890 S 
192.656250 27.424440 S 
192.803760 4.858330 S 
192.787080 28.787780 S 
192.907910 31.352500 S 
192.940410 25.774440 IRR 
192.979580 12.082780 S 
192.979580 16.282500 S 
193.087510 21.629170 DWARF 
193.150830 26.749720 S 
193.183750 15.848330 IRR 
193.222920 9.988890 S 
193.223330 28.370560 S 
193.310840 4.462780 IRR 
193.262910 35.772220 S 
193.337920 1.268610 S 
193.372070 2.167780 S 
193.461670 9.709720 S 
193.468750 36.090550 IRR 
193.522490 27.148610 IRR 
193.510410 29.603060 S 
193.621250 26.303610 DWARF 
193.628330 35.296110 S 
193.684160 13.237220 S 
193.670000 28.938330 S 
